theta	phi	psi	alpha	beta	CD	CL	Cy	Cmx	Cmy	Cmz
29.95658000     -8.01292500     0.00000000      29.71397628     -3.99139987     0.51691208      0.85536680      0.10279920      -0.00923947     -0.01427753     0.07651577     
29.95658000     -7.98253500     0.00000000      29.71581445     -3.97633602     0.51696690      0.85535675      0.10288830      -0.00922680     -0.01426677     0.07649649     
29.95658000     -7.95243500     0.00000000      29.71762817     -3.96141508     0.51702060      0.85534512      0.10297638      -0.00921421     -0.01425597     0.07647697     
29.95658000     -7.92224500     0.00000000      29.71944040     -3.94644870     0.51707318      0.85533169      0.10306513      -0.00920162     -0.01424514     0.07645737     
29.95658000     -7.89202000     0.00000000      29.72124782     -3.93146414     0.51712461      0.85531652      0.10315432      -0.00918903     -0.01423425     0.07643763     
29.95658000     -7.86176000     0.00000000      29.72305038     -3.91646140     0.51717487      0.85529949      0.10324389      -0.00917645     -0.01422333     0.07641776     
29.95658000     -7.83147000     0.00000000      29.72484778     -3.90144296     0.51722404      0.85528075      0.10333386      -0.00916388     -0.01421237     0.07639778     
29.95658000     -7.80112000     0.00000000      29.72664175     -3.88639395     0.51727197      0.85526018      0.10342441      -0.00915131     -0.01420138     0.07637768     
29.95981000     -7.77077500     0.00000000      29.73164344     -3.87172583     0.51736732      0.85520930      0.10350850      -0.00913829     -0.01419073     0.07635745     
29.95981000     -7.74260500     0.00000000      29.73329593     -3.85775490     0.51741304      0.85518639      0.10358999      -0.00912621     -0.01417964     0.07633659     
29.95981000     -7.71774000     0.00000000      29.73474955     -3.84542249     0.51745765      0.85516336      0.10365710      -0.00911487     -0.01416850     0.07631486     
29.95981000     -7.69333000     0.00000000      29.73617200     -3.83331523     0.51750116      0.85513890      0.10372251      -0.00910363     -0.01415732     0.07629287     
29.95981000     -7.66867000     0.00000000      29.73760443     -3.82108343     0.51754353      0.85511245      0.10378928      -0.00909236     -0.01414610     0.07627089     
29.95981000     -7.64404000     0.00000000      29.73903052     -3.80886597     0.51758473      0.85508431      0.10385620      -0.00908111     -0.01413486     0.07624877     
29.95981000     -7.61934000     0.00000000      29.74045604     -3.79661326     0.51762481      0.85505433      0.10392368      -0.00906986     -0.01412358     0.07622658     
29.95981000     -7.59475000     0.00000000      29.74187061     -3.78441459     0.51766372      0.85502264      0.10399098      -0.00905864     -0.01411228     0.07620425     
29.95981000     -7.55767000     0.00000000      29.74399502     -3.76601886     0.51770087      0.85498286      0.10411382      -0.00904478     -0.01410103     0.07618485     
29.95981000     -7.53298500     0.00000000      29.74540350     -3.75377173     0.51773745      0.85494770      0.10418212      -0.00903358     -0.01408966     0.07616237     
29.95981000     -7.50840000     0.00000000      29.74680169     -3.74157370     0.51777279      0.85491072      0.10425028      -0.00902242     -0.01407828     0.07613982     
29.95981000     -7.48371500     0.00000000      29.74820095     -3.72932553     0.51780705      0.85487207      0.10431913      -0.00901126     -0.01406686     0.07611718     
29.95981000     -7.45908000     0.00000000      29.74959278     -3.71710165     0.51784014      0.85483168      0.10438811      -0.00900012     -0.01405543     0.07609447     
29.95981000     -7.43439000     0.00000000      29.75098309     -3.70484996     0.51787200      0.85478951      0.10445759      -0.00898899     -0.01404397     0.07607169     
29.95981000     -7.40976500     0.00000000      29.75236514     -3.69263000     0.51790275      0.85474565      0.10452708      -0.00897790     -0.01403248     0.07604883     
29.95981000     -7.38507000     0.00000000      29.75374650     -3.68037479     0.51793229      0.85470007      0.10459719      -0.00896681     -0.01402098     0.07602592     
29.96111000     -7.36043500     0.00000000      29.75641448     -3.66829343     0.51798021      0.85464128      0.10466478      -0.00895556     -0.01400961     0.07600292     
29.95811000     -7.33638500     0.00000000      29.75476327     -3.65602427     0.51796236      0.85461923      0.10473850      -0.00894507     -0.01399771     0.07597969     
29.95811000     -7.31413000     0.00000000      29.75599592     -3.64497916     0.51798860      0.85456975      0.10479869      -0.00893455     -0.01398614     0.07595603     
29.95811000     -7.29181500     0.00000000      29.75722813     -3.63390385     0.51801364      0.85451856      0.10485947      -0.00892404     -0.01397455     0.07593230     
29.95811000     -7.26951000     0.00000000      29.75845602     -3.62283309     0.51803755      0.85446571      0.10492048      -0.00891355     -0.01396294     0.07590851     
29.95811000     -7.24715500     0.00000000      29.75968287     -3.61173710     0.51806030      0.85441114      0.10498205      -0.00890307     -0.01395133     0.07588465     
29.95811000     -7.22488000     0.00000000      29.76090156     -3.60068040     0.51808189      0.85435497      0.10504358      -0.00889263     -0.01393970     0.07586078     
29.95811000     -7.20251000     0.00000000      29.76212167     -3.58957614     0.51810226      0.85429708      0.10510584      -0.00888218     -0.01392806     0.07583684     
29.95811000     -7.18022000     0.00000000      29.76333364     -3.57851117     0.51812151      0.85423765      0.10516803      -0.00887177     -0.01391641     0.07581286     
29.95811000     -7.15789000     0.00000000      29.76454401     -3.56742594     0.51813957      0.85417651      0.10523076      -0.00886138     -0.01390475     0.07578880     
29.95811000     -7.13564000     0.00000000      29.76574628     -3.55638002     0.51815649      0.85411383      0.10529343      -0.00885102     -0.01389308     0.07576472     
29.95811000     -7.11330500     0.00000000      29.76694937     -3.54529149     0.51817227      0.85404954      0.10535678      -0.00884066     -0.01388141     0.07574058     
29.95811000     -7.09096000     0.00000000      29.76814922     -3.53419759     0.51818681      0.85398358      0.10542055      -0.00883033     -0.01386974     0.07571645     
29.95811000     -7.05701500     0.00000000      29.76996470     -3.51734372     0.51819883      0.85391051      0.10553613      -0.00881756     -0.01385814     0.07569492     
29.95811000     -7.03474000     0.00000000      29.77115129     -3.50628356     0.51821105      0.85384153      0.10560022      -0.00880728     -0.01384646     0.07567065     
29.95811000     -7.01240000     0.00000000      29.77233757     -3.49519072     0.51822219      0.85377097      0.10566495      -0.00879700     -0.01383478     0.07564637     
29.95914500     -6.99000000     0.00000000      29.77455435     -3.48417702     0.51824757      0.85368957      0.10572832      -0.00878660     -0.01382322     0.07562205     
29.95914500     -6.97039000     0.00000000      29.77558924     -3.47443876     0.51825666      0.85361715      0.10578159      -0.00877695     -0.01381152     0.07559708     
29.95914500     -6.95070000     0.00000000      29.77662541     -3.46466047     0.51826467      0.85354329      0.10583553      -0.00876731     -0.01379983     0.07557205     
29.95914500     -6.93098500     0.00000000      29.77765996     -3.45486945     0.51827146      0.85346781      0.10588991      -0.00875768     -0.01378815     0.07554706     
29.95914500     -6.91132500     0.00000000      29.77868869     -3.44510545     0.51827716      0.85339084      0.10594437      -0.00874809     -0.01377647     0.07552197     
29.95914500     -6.89164500     0.00000000      29.77971553     -3.43533120     0.51828170      0.85331243      0.10599926      -0.00873851     -0.01376480     0.07549688     
29.95914500     -6.87194500     0.00000000      29.78074048     -3.42554671     0.51828514      0.85323256      0.10605459      -0.00872896     -0.01375314     0.07547175     
29.95914500     -6.85222000     0.00000000      29.78176378     -3.41574950     0.51828740      0.85315119      0.10611036      -0.00871942     -0.01374149     0.07544662     
29.95914500     -6.83256500     0.00000000      29.78278051     -3.40598676     0.51828858      0.85306847      0.10616616      -0.00870993     -0.01372985     0.07542142     
29.95914500     -6.81287000     0.00000000      29.78379638     -3.39620384     0.51828863      0.85298429      0.10622251      -0.00870044     -0.01371823     0.07539623     
29.95914500     -6.79317000     0.00000000      29.78480957     -3.38641814     0.51828752      0.85289867      0.10627919      -0.00869099     -0.01370662     0.07537099     
29.95914500     -6.77348000     0.00000000      29.78581930     -3.37663710     0.51828537      0.85281172      0.10633615      -0.00868155     -0.01369502     0.07534575     
29.95914500     -6.75379500     0.00000000      29.78682584     -3.36685824     0.51828206      0.85272335      0.10639348      -0.00867214     -0.01368345     0.07532045     
29.95914500     -6.73411000     0.00000000      29.78782944     -3.35707909     0.51827761      0.85263362      0.10645116      -0.00866276     -0.01367189     0.07529515     
29.95914500     -6.71441500     0.00000000      29.78883062     -3.34729467     0.51827210      0.85254261      0.10650922      -0.00865340     -0.01366035     0.07526980     
29.95896000     -6.69470000     0.00000000      29.78964551     -3.33748129     0.51826270      0.85245186      0.10656802      -0.00864408     -0.01364882     0.07524446     
29.95791000     -6.67594000     0.00000000      29.78954721     -3.32805494     0.51823936      0.85236793      0.10662449      -0.00863512     -0.01363720     0.07521885     
29.95791000     -6.65819500     0.00000000      29.79044155     -3.31923882     0.51823090      0.85227386      0.10667490      -0.00862624     -0.01362572     0.07519300     
29.95791000     -6.63158500     0.00000000      29.79177820     -3.30601793     0.51821970      0.85217445      0.10676513      -0.00861553     -0.01361432     0.07516914     
29.95791000     -6.61388000     0.00000000      29.79266458     -3.29722109     0.51820908      0.85207787      0.10681610      -0.00860671     -0.01360290     0.07514323     
29.95791000     -6.59613500     0.00000000      29.79355057     -3.28840414     0.51819734      0.85197998      0.10686755      -0.00859792     -0.01359150     0.07511734     
29.95791000     -6.57841000     0.00000000      29.79443319     -3.27959689     0.51818452      0.85188084      0.10691930      -0.00858914     -0.01358013     0.07509138     
29.95791000     -6.56067500     0.00000000      29.79531392     -3.27078443     0.51817068      0.85178061      0.10697144      -0.00858040     -0.01356880     0.07506541     
29.95791000     -6.54290000     0.00000000      29.79619424     -3.26195186     0.51815572      0.85167899      0.10702414      -0.00857167     -0.01355750     0.07503944     
29.95791000     -6.52512000     0.00000000      29.79707242     -3.25311657     0.51813972      0.85157630      0.10707717      -0.00856297     -0.01354623     0.07501342     
29.95791000     -6.50747000     0.00000000      29.79794181     -3.24434565     0.51812270      0.85147246      0.10713003      -0.00855432     -0.01353500     0.07498737     
29.95791000     -6.48975500     0.00000000      29.79881203     -3.23554219     0.51810461      0.85136746      0.10718350      -0.00854569     -0.01352381     0.07496129     
29.95791000     -6.47198500     0.00000000      29.79968257     -3.22671117     0.51808546      0.85126131      0.10723757      -0.00853707     -0.01351265     0.07493524     
29.95791000     -6.45429000     0.00000000      29.80054705     -3.21791718     0.51806532      0.85115409      0.10729167      -0.00852849     -0.01350154     0.07490913     
29.95791000     -6.43652000     0.00000000      29.80141281     -3.20908569     0.51804412      0.85104572      0.10734647      -0.00851992     -0.01349047     0.07488301     
29.96199500     -6.41880500     0.00000000      29.80634559     -3.20067758     0.51808302      0.85090002      0.10739443      -0.00851082     -0.01347991     0.07485682     
29.96199500     -6.40193500     0.00000000      29.80716309     -3.19229190     0.51805992      0.85078989      0.10744599      -0.00850249     -0.01346892     0.07483044     
29.96328000     -6.38522500     0.00000000      29.80925170     -3.18410955     0.51805506      0.85066732      0.10749496      -0.00849405     -0.01345812     0.07480401     
29.96328000     -6.36851500     0.00000000      29.81005723     -3.17580267     0.51803000      0.85055522      0.10754651      -0.00848581     -0.01344722     0.07477755     
29.96328000     -6.35187500     0.00000000      29.81085728     -3.16753039     0.51800391      0.85044215      0.10759809      -0.00847763     -0.01343637     0.07475104     
29.96328000     -6.33519000     0.00000000      29.81165739     -3.15923554     0.51797688      0.85032807      0.10765024      -0.00846945     -0.01342556     0.07472453     
29.96328000     -6.31852500     0.00000000      29.81245444     -3.15095042     0.51794882      0.85021300      0.10770266      -0.00846131     -0.01341481     0.07469796     
29.96328000     -6.30181000     0.00000000      29.81325177     -3.14264025     0.51791973      0.85009696      0.10775566      -0.00845319     -0.01340411     0.07467140     
29.96328000     -6.28517000     0.00000000      29.81404341     -3.13436716     0.51788975      0.84998003      0.10780870      -0.00844511     -0.01339346     0.07464477     
29.96328000     -6.25977000     0.00000000      29.81524777     -3.12173839     0.51785667      0.84985846      0.10790111      -0.00843523     -0.01338292     0.07462009     
29.96328000     -6.24309500     0.00000000      29.81603577     -3.11344740     0.51782468      0.84973968      0.10795500      -0.00842720     -0.01337238     0.07459342     
29.96328000     -6.22642000     0.00000000      29.81682166     -3.10515621     0.51779168      0.84962001      0.10800927      -0.00841920     -0.01336190     0.07456675     
29.96328000     -6.20977000     0.00000000      29.81760428     -3.09687725     0.51775777      0.84949950      0.10806380      -0.00841123     -0.01335148     0.07454000     
29.96328000     -6.19308000     0.00000000      29.81838666     -3.08857821     0.51772286      0.84937809      0.10811885      -0.00840328     -0.01334111     0.07451326     
29.96328000     -6.17643000     0.00000000      29.81916507     -3.08029886     0.51768710      0.84925594      0.10817407      -0.00839537     -0.01333081     0.07448646     
29.96328000     -6.15970000     0.00000000      29.81994511     -3.07197953     0.51765026      0.84913284      0.10822998      -0.00838747     -0.01332057     0.07445966     
29.96328000     -6.14305000     0.00000000      29.82071931     -3.06369979     0.51761257      0.84900910      0.10828594      -0.00837962     -0.01331040     0.07443281     
29.96328000     -6.13137000     0.00000000      29.82126116     -3.05789142     0.51757520      0.84888649      0.10832008      -0.00837283     -0.01330026     0.07440484     
29.96219500     -6.11982000     0.00000000      29.82071408     -3.05204725     0.51752077      0.84877294      0.10835577      -0.00836624     -0.01329006     0.07437680     
29.96219500     -6.11522000     0.00000000      29.82092679     -3.04975972     0.51748343      0.84865179      0.10835908      -0.00836097     -0.01328001     0.07434718     
29.96219500     -6.11063000     0.00000000      29.82113888     -3.04747715     0.51744514      0.84852982      0.10836274      -0.00835572     -0.01327004     0.07431756     
29.96219500     -6.10602500     0.00000000      29.82135150     -3.04518710     0.51740604      0.84840720      0.10836679      -0.00835051     -0.01326013     0.07428790     
29.96219500     -6.10143000     0.00000000      29.82156349     -3.04290201     0.51736612      0.84828389      0.10837116      -0.00834531     -0.01325029     0.07425820     
29.96219500     -6.09681500     0.00000000      29.82177625     -3.04060696     0.51732527      0.84815985      0.10837599      -0.00834014     -0.01324052     0.07422850     
29.96219500     -6.09224000     0.00000000      29.82198701     -3.03833179     0.51728363      0.84803519      0.10838099      -0.00833501     -0.01323082     0.07419873     
29.96219500     -6.08764500     0.00000000      29.82219853     -3.03604666     0.51724116      0.84790983      0.10838640      -0.00832989     -0.01322119     0.07416896     
29.96219500     -6.08305000     0.00000000      29.82240989     -3.03376151     0.51719777      0.84778381      0.10839222      -0.00832480     -0.01321164     0.07413915     
29.96219500     -6.07845500     0.00000000      29.82262109     -3.03147635     0.51715356      0.84765717      0.10839835      -0.00831974     -0.01320217     0.07410927     
29.96219500     -6.07386000     0.00000000      29.82283213     -3.02919117     0.51710858      0.84752994      0.10840486      -0.00831470     -0.01319277     0.07407940     
29.96219500     -6.06835000     0.00000000      29.82308498     -3.02645093     0.51706250      0.84740172      0.10841577      -0.00830949     -0.01318344     0.07404968     
29.96219500     -6.06375000     0.00000000      29.82329589     -3.02416323     0.51701585      0.84727331      0.10842301      -0.00830451     -0.01317420     0.07401974     
29.96219500     -6.05915500     0.00000000      29.82350642     -3.02187801     0.51696841      0.84714433      0.10843057      -0.00829954     -0.01316503     0.07398978     
29.96221000     -6.05456500     0.00000000      29.82373152     -3.01959663     0.51692038      0.84701471      0.10843842      -0.00829460     -0.01315594     0.07395976     
29.96114000     -6.04629000     0.00000000      29.82304296     -3.01538340     0.51685442      0.84689273      0.10846477      -0.00828908     -0.01314683     0.07393051     
29.96114000     -6.03822000     0.00000000      29.82341152     -3.01136998     0.51680365      0.84676075      0.10848883      -0.00828347     -0.01313791     0.07390118     
29.96114000     -6.03014500     0.00000000      29.82377981     -3.00735403     0.51675213      0.84662838      0.10851323      -0.00827788     -0.01312908     0.07387183     
29.96114000     -6.02203500     0.00000000      29.82414920     -3.00332062     0.51669974      0.84649545      0.10853818      -0.00827231     -0.01312033     0.07384244     
29.96114000     -6.01396000     0.00000000      29.82451651     -2.99930458     0.51664664      0.84636206      0.10856328      -0.00826677     -0.01311166     0.07381303     
29.96114000     -6.00587000     0.00000000      29.82488400     -2.99528104     0.51659277      0.84622827      0.10858879      -0.00826125     -0.01310307     0.07378355     
29.96114000     -5.99779000     0.00000000      29.82525054     -2.99126242     0.51653818      0.84609409      0.10861458      -0.00825576     -0.01309457     0.07375407     
29.96114000     -5.98971500     0.00000000      29.82561636     -2.98724625     0.51648279      0.84595948      0.10864070      -0.00825029     -0.01308615     0.07372455     
29.96114000     -5.98162500     0.00000000      29.82598237     -2.98322257     0.51642663      0.84582447      0.10866720      -0.00824483     -0.01307782     0.07369499     
29.96114000     -5.97355000     0.00000000      29.82634720     -2.97920630     0.51636978      0.84568911      0.10869397      -0.00823940     -0.01306957     0.07366541     
29.96114000     -5.96545000     0.00000000      29.82671267     -2.97517756     0.51631221      0.84555341      0.10872119      -0.00823399     -0.01306141     0.07363580     
29.96114000     -5.95735500     0.00000000      29.82707741     -2.97115126     0.51625386      0.84541733      0.10874871      -0.00822860     -0.01305333     0.07360613     
29.96114000     -5.94928000     0.00000000      29.82744076     -2.96713486     0.51619483      0.84528097      0.10877647      -0.00822323     -0.01304534     0.07357648     
29.96114000     -5.94117500     0.00000000      29.82780496     -2.96310350     0.51613510      0.84514431      0.10880468      -0.00821787     -0.01303743     0.07354677     
29.96006000     -5.93308500     0.00000000      29.82709091     -2.95898270     0.51605858      0.84501692      0.10883487      -0.00821269     -0.01302949     0.07351706     
29.96111000     -5.92103000     0.00000000      29.82867811     -2.95308065     0.51601192      0.84486881      0.10887965      -0.00820642     -0.01302190     0.07348813     
29.96111000     -5.90443000     0.00000000      29.82941996     -2.94482358     0.51594760      0.84472789      0.10894658      -0.00819937     -0.01301430     0.07346018     
29.96111000     -5.88781500     0.00000000      29.83016038     -2.93655886     0.51588259      0.84458681      0.10901390      -0.00819235     -0.01300679     0.07343223     
29.96111000     -5.86314500     0.00000000      29.83125592     -2.92428704     0.51581452      0.84444233      0.10911734      -0.00818369     -0.01299940     0.07340595     
29.96111000     -5.84650000     0.00000000      29.83199247     -2.91600694     0.51574806      0.84430084      0.10918539      -0.00817669     -0.01299206     0.07337793     
29.96111000     -5.82990000     0.00000000      29.83272495     -2.90774904     0.51568095      0.84415919      0.10925355      -0.00816972     -0.01298481     0.07334990     
29.96111000     -5.81296000     0.00000000      29.83347028     -2.89932181     0.51561304      0.84401726      0.10932354      -0.00816270     -0.01297765     0.07332189     
29.96111000     -5.79667500     0.00000000      29.83418474     -2.89122025     0.51554467      0.84387542      0.10939089      -0.00815581     -0.01297058     0.07329374     
29.96111000     -5.78006000     0.00000000      29.83491162     -2.88295433     0.51547553      0.84373336      0.10946003      -0.00814888     -0.01296359     0.07326562     
29.96111000     -5.76334500     0.00000000      29.83564075     -2.87463848     0.51540565      0.84359106      0.10952990      -0.00814194     -0.01295669     0.07323754     
29.96111000     -5.74681000     0.00000000      29.83635996     -2.86641201     0.51533522      0.84344883      0.10959925      -0.00813505     -0.01294988     0.07320937     
29.96111000     -5.73019000     0.00000000      29.83708077     -2.85814306     0.51526417      0.84330651      0.10966928      -0.00812815     -0.01294316     0.07318122     
29.96111000     -5.71358500     0.00000000      29.83779885     -2.84988139     0.51519239      0.84316406      0.10973949      -0.00812127     -0.01293653     0.07315307     
29.96111000     -5.69696500     0.00000000      29.83851549     -2.84161208     0.51512004      0.84302161      0.10981007      -0.00811439     -0.01292998     0.07312492     
29.96111000     -5.68023500     0.00000000      29.83923475     -2.83328786     0.51504700      0.84287900      0.10988143      -0.00810750     -0.01292352     0.07309675     
29.96111000     -5.66367000     0.00000000      29.83994484     -2.82504555     0.51497341      0.84273654      0.10995231      -0.00810065     -0.01291715     0.07306859     
29.96089500     -5.64814500     0.00000000      29.84039399     -2.81730221     0.51489640      0.84259638      0.11001918      -0.00809404     -0.01291083     0.07304020     
29.96089500     -5.63204000     0.00000000      29.84108047     -2.80928851     0.51482179      0.84245410      0.11008857      -0.00808729     -0.01290463     0.07301192     
29.96089500     -5.61595000     0.00000000      29.84176435     -2.80128211     0.51474660      0.84231182      0.11015817      -0.00808056     -0.01289851     0.07298365     
29.96089500     -5.59982000     0.00000000      29.84244796     -2.79325563     0.51467078      0.84216962      0.11022821      -0.00807381     -0.01289247     0.07295539     
29.96089500     -5.58372500     0.00000000      29.84312813     -2.78524641     0.51459449      0.84202751      0.11029834      -0.00806707     -0.01288653     0.07292714     
29.96089500     -5.56760500     0.00000000      29.84380738     -2.77722458     0.51451756      0.84188542      0.11036885      -0.00806033     -0.01288066     0.07289894     
29.96089500     -5.55148500     0.00000000      29.84448468     -2.76920258     0.51444012      0.84174343      0.11043963      -0.00805358     -0.01287489     0.07287073     
29.96089500     -5.52791000     0.00000000      29.84547165     -2.75747036     0.51435957      0.84159892      0.11054373      -0.00804532     -0.01286922     0.07284412     
29.96089500     -5.51177500     0.00000000      29.84614473     -2.74944050     0.51428107      0.84145720      0.11061504      -0.00803857     -0.01286361     0.07281598     
29.96089500     -5.49568500     0.00000000      29.84681396     -2.74143286     0.51420199      0.84131565      0.11068639      -0.00803182     -0.01285808     0.07278781     
29.96089500     -5.47958000     0.00000000      29.84748185     -2.73341760     0.51412241      0.84117426      0.11075810      -0.00802507     -0.01285263     0.07275974     
29.96089500     -5.46347500     0.00000000      29.84814779     -2.72540217     0.51404236      0.84103308      0.11082999      -0.00801831     -0.01284726     0.07273169     
29.96089500     -5.44734000     0.00000000      29.84881299     -2.71737166     0.51396180      0.84089205      0.11090228      -0.00801153     -0.01284196     0.07270367     
29.96089500     -5.43124500     0.00000000      29.84947458     -2.70936088     0.51388081      0.84075131      0.11097463      -0.00800474     -0.01283675     0.07267570     
29.96089500     -5.41510500     0.00000000      29.85013606     -2.70132755     0.51379926      0.84061074      0.11104738      -0.00799794     -0.01283161     0.07264779     
29.96113000     -5.39898500     0.00000000      29.85102922     -2.69332319     0.51372081      0.84046840      0.11111995      -0.00799110     -0.01282658     0.07261996     
29.96219500     -5.38651000     0.00000000      29.85260025     -2.68720046     0.51365547      0.84032027      0.11117540      -0.00798485     -0.01282170     0.07259139     
29.96219500     -5.37590000     0.00000000      29.85303173     -2.68191909     0.51357468      0.84018249      0.11122429      -0.00797912     -0.01281677     0.07256251     
29.96219500     -5.36524500     0.00000000      29.85346417     -2.67661524     0.51349346      0.84004501      0.11127363      -0.00797336     -0.01281190     0.07253370     
29.96219500     -5.35464000     0.00000000      29.85389374     -2.67133621     0.51341182      0.83990783      0.11132297      -0.00796759     -0.01280712     0.07250496     
29.96219500     -5.34400500     0.00000000      29.85432367     -2.66604218     0.51332986      0.83977097      0.11137262      -0.00796179     -0.01280240     0.07247632     
29.96219500     -5.33340000     0.00000000      29.85475153     -2.66076301     0.51324751      0.83963452      0.11142239      -0.00795597     -0.01279775     0.07244775     
29.96219500     -5.32278500     0.00000000      29.85517894     -2.65547880     0.51316478      0.83949837      0.11147236      -0.00795013     -0.01279318     0.07241928     
29.96219500     -5.31213500     0.00000000      29.85560691     -2.65017709     0.51308166      0.83936258      0.11152274      -0.00794425     -0.01278867     0.07239090     
29.96219500     -5.30152500     0.00000000      29.85603241     -2.64489523     0.51299829      0.83922719      0.11157308      -0.00793835     -0.01278422     0.07236266     
29.96219500     -5.29089000     0.00000000      29.85645806     -2.63960086     0.51291451      0.83909225      0.11162375      -0.00793241     -0.01277985     0.07233451     
29.96219500     -5.28028000     0.00000000      29.85688186     -2.63431886     0.51283046      0.83895772      0.11167452      -0.00792645     -0.01277553     0.07230645     
29.96219500     -5.26964000     0.00000000      29.85730600     -2.62902186     0.51274606      0.83882360      0.11172558      -0.00792044     -0.01277128     0.07227857     
29.96219500     -5.25402000     0.00000000      29.85792711     -2.62124550     0.51265945      0.83868826      0.11179888      -0.00791340     -0.01276711     0.07225181     
29.96219500     -5.24340500     0.00000000      29.85834814     -2.61596078     0.51257448      0.83855508      0.11185018      -0.00790733     -0.01276298     0.07222416     
29.96219500     -5.23277500     0.00000000      29.85876892     -2.61066852     0.51248929      0.83842247      0.11190175      -0.00790122     -0.01275891     0.07219664     
29.96219500     -5.22213000     0.00000000      29.85918943     -2.60536873     0.51240374      0.83829029      0.11195355      -0.00789505     -0.01275489     0.07216929     
29.96006000     -5.21152500     0.00000000      29.85747695     -2.59992059     0.51228660      0.83817763      0.11200823      -0.00788915     -0.01275068     0.07214206     
29.96006000     -5.20355000     0.00000000      29.85779078     -2.59595027     0.51220162      0.83804748      0.11204851      -0.00788344     -0.01274676     0.07211449     
29.96006000     -5.19556500     0.00000000      29.85810451     -2.59197492     0.51211653      0.83791797      0.11208905      -0.00787767     -0.01274289     0.07208708     
29.96006000     -5.18760500     0.00000000      29.85841679     -2.58801199     0.51203120      0.83778900      0.11212959      -0.00787186     -0.01273907     0.07205982     
29.96006000     -5.17962000     0.00000000      29.85872956     -2.58403657     0.51194566      0.83766064      0.11217040      -0.00786598     -0.01273529     0.07203277     
29.96006000     -5.17167000     0.00000000      29.85904048     -2.58007854     0.51185997      0.83753290      0.11221122      -0.00786006     -0.01273156     0.07200589     
29.96006000     -5.16368000     0.00000000      29.85935248     -2.57610056     0.51177411      0.83740583      0.11225233      -0.00785408     -0.01272787     0.07197924     
29.96006000     -5.15572500     0.00000000      29.85966264     -2.57213996     0.51168814      0.83727943      0.11229345      -0.00784804     -0.01272423     0.07195279     
29.96006000     -5.14775000     0.00000000      29.85997310     -2.56816937     0.51160199      0.83715363      0.11233479      -0.00784194     -0.01272062     0.07192653     
29.96006000     -5.13978000     0.00000000      29.86028288     -2.56420123     0.51151573      0.83702864      0.11237622      -0.00783577     -0.01271706     0.07190051     
29.96006000     -5.13180500     0.00000000      29.86059237     -2.56023057     0.51142940      0.83690433      0.11241781      -0.00782954     -0.01271353     0.07187473     
29.96006000     -5.12383500     0.00000000      29.86090119     -2.55626235     0.51134295      0.83678076      0.11245951      -0.00782324     -0.01271003     0.07184917     
29.96006000     -5.11587000     0.00000000      29.86120934     -2.55229659     0.51125641      0.83665797      0.11250133      -0.00781687     -0.01270656     0.07182385     
29.96006000     -5.10789000     0.00000000      29.86151759     -2.54832333     0.51116977      0.83653588      0.11254330      -0.00781043     -0.01270312     0.07179881     
29.96006000     -5.09990500     0.00000000      29.86182554     -2.54434753     0.51108314      0.83641459      0.11258540      -0.00780391     -0.01269972     0.07177404     
29.95982500     -5.09194000     0.00000000      29.86189771     -2.54036357     0.51099300      0.83629628      0.11262785      -0.00779735     -0.01269631     0.07174951     
29.95981000     -5.08558000     0.00000000      29.86212730     -2.53719570     0.51090671      0.83617734      0.11266301      -0.00779100     -0.01269294     0.07172496     
29.95981000     -5.07845500     0.00000000      29.86240090     -2.53364804     0.51082037      0.83605892      0.11270166      -0.00778441     -0.01268960     0.07170081     
29.95981000     -5.07354500     0.00000000      29.86258923     -2.53120325     0.51073496      0.83594205      0.11273058      -0.00777817     -0.01268626     0.07167655     
29.95981000     -5.06864500     0.00000000      29.86277699     -2.52876343     0.51064955      0.83582613      0.11275960      -0.00777186     -0.01268295     0.07165261     
29.95981000     -5.06368500     0.00000000      29.86296686     -2.52629372     0.51056417      0.83571111      0.11278893      -0.00776544     -0.01267964     0.07162897     
29.95981000     -5.05883000     0.00000000      29.86315254     -2.52387627     0.51047887      0.83559703      0.11281791      -0.00775895     -0.01267635     0.07160562     
29.95981000     -5.05391500     0.00000000      29.86334033     -2.52142894     0.51039369      0.83548394      0.11284723      -0.00775236     -0.01267306     0.07158265     
29.95981000     -5.04901500     0.00000000      29.86352736     -2.51898906     0.51030857      0.83537177      0.11287654      -0.00774567     -0.01266979     0.07156003     
29.95981000     -5.04409500     0.00000000      29.86371497     -2.51653921     0.51022356      0.83526061      0.11290601      -0.00773887     -0.01266651     0.07153774     
29.95981000     -5.03919500     0.00000000      29.86390164     -2.51409930     0.51013867      0.83515047      0.11293549      -0.00773198     -0.01266325     0.07151583     
29.95981000     -5.03425000     0.00000000      29.86408984     -2.51163697     0.51005385      0.83504129      0.11296520      -0.00772498     -0.01265997     0.07149430     
29.95981000     -5.02937500     0.00000000      29.86427519     -2.50920949     0.50996927      0.83493330      0.11299469      -0.00771788     -0.01265670     0.07147313     
29.95981000     -5.02447500     0.00000000      29.86446131     -2.50676954     0.50988483      0.83482630      0.11302432      -0.00771067     -0.01265342     0.07145238     
29.95981000     -5.01956500     0.00000000      29.86464763     -2.50432460     0.50980060      0.83472048      0.11305407      -0.00770335     -0.01265013     0.07143202     
