time	theta	phi	psi	alpha	beta	CD	CL	Cy	Cmx	Cmy	Cmz
0.25700000      29.99665063     1.18667375      0.00632750      29.99123153     0.59872406      nan             nan             nan             nan             nan             nan            
0.25800000      29.99665063     1.36576000      0.00632750      29.98948945     0.68824115      nan             nan             nan             nan             nan             nan            
0.25900000      29.99665063     1.54514188      0.00632750      29.98750149     0.77790095      nan             nan             nan             nan             nan             nan            
0.26000000      29.99665063     1.72440875      0.00632750      29.98527183     0.86749755      nan             nan             nan             nan             nan             nan            
0.26100000      29.99665063     1.90378312      0.00632750      29.98279770     0.95714150      nan             nan             nan             nan             nan             nan            
0.26200000      29.99665063     2.08303875      0.00632750      29.98008224     1.04671908      nan             nan             nan             nan             nan             nan            
0.26300000      29.99665063     2.26239000      0.00632750      29.97712222     1.13633675      nan             nan             nan             nan             nan             nan            
0.26400000      29.99665063     2.44168125      0.00632750      29.97392014     1.22591608      nan             nan             nan             nan             nan             nan            
0.26500000      29.99665063     2.62098125      0.00632750      29.97047485     1.31549078      nan             nan             nan             nan             nan             nan            
0.26600000      29.99636188     2.80056000      0.00632750      29.96649199     1.40518283      nan             nan             nan             nan             nan             nan            
0.26700000      29.99628000     2.97873375      0.00616125      29.96251029     1.49402673      nan             nan             nan             nan             nan             nan            
0.26800000      29.99654875     3.24735625      0.00616125      29.95643623     1.62818621      nan             nan             nan             nan             nan             nan            
0.26900000      29.99668438     3.51843313      0.00599500      29.94962556     1.76339548      nan             nan             nan             nan             nan             nan            
0.27000000      29.99668438     3.70093188      0.00599500      29.94463131     1.85449903      nan             nan             nan             nan             nan             nan            
0.27100000      29.99668438     3.88348812      0.00599500      29.93938342     1.94561714      nan             nan             nan             nan             nan             nan            
0.27200000      29.99668438     4.06630875      0.00599500      29.93387525     2.03685234      nan             nan             nan             nan             nan             nan            
0.27300000      29.99668438     4.24858813      0.00599500      29.92813160     2.12780192      nan             nan             nan             nan             nan             nan            
0.27400000      29.99668438     4.43107750      0.00599500      29.92212947     2.21884008      nan             nan             nan             nan             nan             nan            
0.27500000      29.99668438     4.61363812      0.00599500      29.91587281     2.30989685      nan             nan             nan             nan             nan             nan            
0.27600000      29.99668438     4.79617250      0.00599500      29.90936483     2.40092290      nan             nan             nan             nan             nan             nan            
0.27700000      29.99668438     4.97868875      0.00599500      29.90260531     2.49192160      nan             nan             nan             nan             nan             nan            
0.27800000      29.99668438     5.16122563      0.00599500      29.89559277     2.58291157      nan             nan             nan             nan             nan             nan            
0.27900000      29.99668438     5.34377125      0.00599500      29.88832757     2.67388617      nan             nan             nan             nan             nan             nan            
0.28000000      29.99668438     5.52634187      0.00599500      29.88080896     2.76485282      nan             nan             nan             nan             nan             nan            
0.28100000      29.99668500     5.70904063      0.00566125      29.87305790     2.85557424      nan             nan             nan             nan             nan             nan            
0.28200000      29.99641313     5.88934562      0.00482875      29.86492909     2.94462750      nan             nan             nan             nan             nan             nan            
0.28300000      29.99584563     6.06645875      0.00549375      29.85629088     3.03333304      nan             nan             nan             nan             nan             nan            
0.28400000      29.99584563     6.24080188      0.00549375      29.84816325     3.12011496      nan             nan             nan             nan             nan             nan            
0.28500000      29.99584563     6.41515750      0.00549375      29.83980464     3.20688134      nan             nan             nan             nan             nan             nan            
0.28600000      29.99584563     6.58950813      0.00549375      29.83121583     3.29362286      nan             nan             nan             nan             nan             nan            
0.28700000      29.99584563     6.76393687      0.00549375      29.82239256     3.38038026      nan             nan             nan             nan             nan             nan            
0.28800000      29.99584563     6.93827625      0.00549375      29.81334328     3.46706961      nan             nan             nan             nan             nan             nan            
0.28900000      29.99584563     7.11264125      0.00549375      29.80406210     3.55374751      nan             nan             nan             nan             nan             nan            
0.29000000      29.99584563     7.28690625      0.00549375      29.79455582     3.64035090      nan             nan             nan             nan             nan             nan            
0.29100000      29.99584563     7.46148812      0.00549375      29.78480122     3.72708631      nan             nan             nan             nan             nan             nan            
0.29200000      29.99584563     7.63569750      0.00549375      29.77483689     3.81361063      nan             nan             nan             nan             nan             nan            
0.29300000      29.99584563     7.81057750      0.00549375      29.76460253     3.90044127      nan             nan             nan             nan             nan             nan            
0.29400000      29.99584563     7.98442625      0.00549375      29.75419840     3.98673271      nan             nan             nan             nan             nan             nan            
0.29500000      29.99584563     8.15881000      0.00549375      29.74353171     4.07326185      nan             nan             nan             nan             nan             nan            
0.29600000      29.99584563     8.33303062      0.00549375      29.73264438     4.15968160      nan             nan             nan             nan             nan             nan            
0.29700000      29.99594938     8.50742000      0.00632688      29.72152587     4.24688485      nan             nan             nan             nan             nan             nan            
0.29800000      29.99604062     8.68113938      0.00632750      29.71029885     4.33300995      nan             nan             nan             nan             nan             nan            
0.29900000      29.99606813     8.85306062      0.00616125      29.69891916     4.41806281      nan             nan             nan             nan             nan             nan            
0.30000000      29.99606562     9.02442875      0.00632750      29.68728423     4.50309309      nan             nan             nan             nan             nan             nan            
0.30100000      29.99606562     9.19606437      0.00632750      29.67542917     4.58808298      nan             nan             nan             nan             nan             nan            
0.30200000      29.99606562     9.36763437      0.00632750      29.66335475     4.67300924      nan             nan             nan             nan             nan             nan            
0.30300000      29.99606562     9.53944438      0.00632750      29.65103908     4.75802253      nan             nan             nan             nan             nan             nan            
0.30400000      29.99606562     9.71108562      0.00632750      29.63851127     4.84291998      nan             nan             nan             nan             nan             nan            
0.30500000      29.99606562     9.88277000      0.00632750      29.62575605     4.92780584      nan             nan             nan             nan             nan             nan            
0.30600000      29.99606562     10.05438125     0.00632750      29.61278205     5.01262205      nan             nan             nan             nan             nan             nan            
0.30700000      29.99606562     10.22619375     0.00632750      29.59956823     5.09750358      nan             nan             nan             nan             nan             nan            
0.30800000      29.99606562     10.39774625     0.00632750      29.58615012     5.18222200      nan             nan             nan             nan             nan             nan            
0.30900000      29.99606562     10.65594875     0.00632750      29.56553200     5.30966452      nan             nan             nan             nan             nan             nan            
0.31000000      29.99606562     10.91268937     0.00632750      29.54452691     5.43630437      nan             nan             nan             nan             nan             nan            
0.31100000      29.99606562     11.08449063     0.00632750      29.53019049     5.52100088      nan             nan             nan             nan             nan             nan            
0.31200000      29.99604062     11.25623000     0.00616125      29.51563412     5.60548308      nan             nan             nan             nan             nan             nan            
0.31300000      29.99614625     11.42530437     0.00632750      29.50116408     5.68892083      nan             nan             nan             nan             nan             nan            
0.31400000      29.99607000     11.59382688     0.00616125      29.48639434     5.77173437      nan             nan             nan             nan             nan             nan            
0.31500000      29.99596125     11.76048875     0.00632750      29.47149125     5.85387190      nan             nan             nan             nan             nan             nan            
0.31600000      29.99596125     11.92566312     0.00632750      29.45664374     5.93511753      nan             nan             nan             nan             nan             nan            
0.31700000      29.99596125     12.09081563     0.00632750      29.44158994     6.01631487      nan             nan             nan             nan             nan             nan            
0.31800000      29.99596125     12.25603313     0.00632750      29.42632178     6.09750609      nan             nan             nan             nan             nan             nan            
0.31900000      29.99596125     12.42125875     0.00632750      29.41084434     6.17866270      nan             nan             nan             nan             nan             nan            
0.32000000      29.99596125     12.58661625     0.00632750      29.39514570     6.25984489      nan             nan             nan             nan             nan             nan            
0.32100000      29.99596125     12.75162687     0.00632750      29.37927165     6.34081717      nan             nan             nan             nan             nan             nan            
0.32200000      29.99596125     12.91679000     0.00632750      29.36317447     6.42182413      nan             nan             nan             nan             nan             nan            
0.32300000      29.99596125     13.08190750     0.00632750      29.34687320     6.50276803      nan             nan             nan             nan             nan             nan            
0.32400000      29.99596125     13.24709125     0.00632750      29.33035670     6.58370317      nan             nan             nan             nan             nan             nan            
0.32500000      29.99596125     13.41225563     0.00632750      29.31363339     6.66458704      nan             nan             nan             nan             nan             nan            
0.32600000      29.99596125     13.57744750     0.00632750      29.29669844     6.74544208      nan             nan             nan             nan             nan             nan            
0.32700000      29.99596125     13.74264937     0.00632750      29.27955351     6.82625916      nan             nan             nan             nan             nan             nan            
0.32800000      29.99572375     13.90808250     0.00599437      29.26200213     6.90681402      nan             nan             nan             nan             nan             nan            
0.32900000      29.99571938     14.07112187     0.00582812      29.24469732     6.98634521      nan             nan             nan             nan             nan             nan            
0.33000000      29.99576938     14.23137688     0.00599437      29.22748197     7.06476663      nan             nan             nan             nan             nan             nan            
0.33100000      29.99576688     14.38999187     0.00582812      29.21025968     7.14205300      nan             nan             nan             nan             nan             nan            
0.33200000      29.99576688     14.54768125     0.00582812      29.19291818     7.21898714      nan             nan             nan             nan             nan             nan            
0.33300000      29.99576688     14.70545500     0.00582812      29.17537652     7.29592051      nan             nan             nan             nan             nan             nan            
0.33400000      29.99576688     14.86329188     0.00582812      29.15763674     7.37284224      nan             nan             nan             nan             nan             nan            
0.33500000      29.99576688     15.02113000     0.00582812      29.13970563     7.44972167      nan             nan             nan             nan             nan             nan            
0.33600000      29.99576688     15.17903062     0.00582812      29.12157605     7.52658814      nan             nan             nan             nan             nan             nan            
0.33700000      29.99576688     15.33669875     0.00582812      29.10328212     7.60329765      nan             nan             nan             nan             nan             nan            
0.33800000      29.99576688     15.49445125     0.00582812      29.08478729     7.68000396      nan             nan             nan             nan             nan             nan            
0.33900000      29.99576688     15.65232875     0.00582812      29.06608636     7.75672626      nan             nan             nan             nan             nan             nan            
0.34000000      29.99576688     15.81006500     0.00582812      29.04721083     7.83333472      nan             nan             nan             nan             nan             nan            
0.34100000      29.99576688     15.96776375     0.00582812      29.02814856     7.90987931      nan             nan             nan             nan             nan             nan            
0.34200000      29.99576688     16.12554937     0.00582812      29.00888436     7.98641994      nan             nan             nan             nan             nan             nan            
0.34300000      29.99576688     16.28337938     0.00582812      28.98942313     8.06293544      nan             nan             nan             nan             nan             nan            
0.34400000      29.99630438     16.44138125     0.00566188      28.97031076     8.13948063      nan             nan             nan             nan             nan             nan            
0.34500000      29.99648938     16.59654313     0.00599437      28.95091132     8.21493626      nan             nan             nan             nan             nan             nan            
0.34600000      29.99619062     16.74918437     0.00632750      28.93117317     8.28900510      nan             nan             nan             nan             nan             nan            
0.34700000      29.99619062     16.89693688     0.00632750      28.91224967     8.36046032      nan             nan             nan             nan             nan             nan            
0.34800000      29.99619062     17.04410000     0.00632750      28.89323444     8.43158786      nan             nan             nan             nan             nan             nan            
0.34900000      29.99619062     17.19119188     0.00632750      28.87406160     8.50263805      nan             nan             nan             nan             nan             nan            
0.35000000      29.99608437     17.33841875     0.00632750      28.85460040     8.57368237      nan             nan             nan             nan             nan             nan            
0.35100000      29.99608437     17.56271500     0.00632750      28.82478851     8.68187417      nan             nan             nan             nan             nan             nan            
0.35200000      29.99608437     17.78735938     0.00632750      28.79454126     8.79013074      nan             nan             nan             nan             nan             nan            
0.35300000      29.99608437     17.93672062     0.00632750      28.77421490     8.86205041      nan             nan             nan             nan             nan             nan            
0.35400000      29.99608437     18.08632563     0.00632750      28.75368269     8.93404070      nan             nan             nan             nan             nan             nan            
0.35500000      29.99608437     18.23584562     0.00632750      28.73298940     9.00594292      nan             nan             nan             nan             nan             nan            
0.35600000      29.99608437     18.38542813     0.00632750      28.71211461     9.07782763      nan             nan             nan             nan             nan             nan            
0.35700000      29.99608437     18.53520625     0.00632750      28.69103924     9.14975825      nan             nan             nan             nan             nan             nan            
0.35800000      29.99608437     18.68478187     0.00632750      28.66981927     9.22154319      nan             nan             nan             nan             nan             nan            
0.35900000      29.99594937     18.83474500     0.00566188      28.64840489     9.29287401      nan             nan             nan             nan             nan             nan            
0.36000000      29.99544250     18.98136937     0.00616063      28.62664961     9.36341622      nan             nan             nan             nan             nan             nan            
0.36100000      29.99541562     19.12390562     0.00616063      28.60591469     9.43167505      nan             nan             nan             nan             nan             nan            
0.36200000      29.99568437     19.26465437     0.00616063      28.58557206     9.49911875      nan             nan             nan             nan             nan             nan            
0.36300000      29.99568437     19.40087625     0.00616063      28.56548510     9.56427599      nan             nan             nan             nan             nan             nan            
0.36400000      29.99568437     19.53714000     0.00616063      28.54524815     9.62941114      nan             nan             nan             nan             nan             nan            
0.36500000      29.99568437     19.67349250     0.00616063      28.52485403     9.69454625      nan             nan             nan             nan             nan             nan            
0.36600000      29.99568437     19.80975375     0.00616063      28.50432960     9.75959502      nan             nan             nan             nan             nan             nan            
0.36700000      29.99568437     19.94604750     0.00616063      28.48365628     9.82461624      nan             nan             nan             nan             nan             nan            
0.36800000      29.99568437     20.08222938     0.00616063      28.46285605     9.88954077      nan             nan             nan             nan             nan             nan            
0.36900000      29.99568437     20.21858375     0.00616063      28.44188534     9.95450384      nan             nan             nan             nan             nan             nan            
0.37000000      29.99568437     20.35474187     0.00616063      28.42080086     10.01932948     nan             nan             nan             nan             nan             nan            
0.37100000      29.99568437     20.49098125     0.00616063      28.39955977     10.08414954     nan             nan             nan             nan             nan             nan            
0.37200000      29.99568437     20.62728312     0.00616063      28.37816473     10.14895473     nan             nan             nan             nan             nan             nan            
0.37300000      29.99568437     20.76357250     0.00616063      28.35662739     10.21370905     nan             nan             nan             nan             nan             nan            
0.37400000      29.99568437     20.89981750     0.00616063      28.33495284     10.27839707     nan             nan             nan             nan             nan             nan            
0.37500000      29.99620063     21.03611187     0.00599437      28.31367024     10.34308951     nan             nan             nan             nan             nan             nan            
0.37600000      29.99596500     21.16891375     0.00632750      28.29194357     10.40625401     nan             nan             nan             nan             nan             nan            
0.37700000      29.99602125     21.29765875     0.00632750      28.27111405     10.46727191     nan             nan             nan             nan             nan             nan            
0.37800000      29.99637188     21.42444375     0.00632750      28.25075991     10.52741555     nan             nan             nan             nan             nan             nan            
0.37900000      29.99637188     21.55061188     0.00632750      28.23004448     10.58711481     nan             nan             nan             nan             nan             nan            
0.38000000      29.99637188     21.67681625     0.00632750      28.20919916     10.64679089     nan             nan             nan             nan             nan             nan            
0.38100000      29.99637188     21.80309375     0.00632750      28.18821768     10.70646093     nan             nan             nan             nan             nan             nan            
0.38200000      29.99637188     21.92934688     0.00632750      28.16711613     10.76607859     nan             nan             nan             nan             nan             nan            
0.38300000      29.99637188     22.05551812     0.00632750      28.14590424     10.82561651     nan             nan             nan             nan             nan             nan            
0.38400000      29.99637188     22.18182937     0.00632750      28.12454459     10.88517912     nan             nan             nan             nan             nan             nan            
0.38500000      29.99637188     22.30801375     0.00632750      28.10308225     10.94464031     nan             nan             nan             nan             nan             nan            
0.38600000      29.99637188     22.43406875     0.00632750      28.08151800     11.00399879     nan             nan             nan             nan             nan             nan            
0.38700000      29.99637188     22.56030562     0.00632750      28.05979848     11.06340084     nan             nan             nan             nan             nan             nan            
0.38800000      29.99637188     22.68651875     0.00632750      28.03795881     11.12274938     nan             nan             nan             nan             nan             nan            
0.38900000      29.99637188     22.81278563     0.00632750      28.01598548     11.18208058     nan             nan             nan             nan             nan             nan            
0.39000000      29.99637188     22.93890813     0.00632750      27.99391308     11.24130115     nan             nan             nan             nan             nan             nan            
0.39100000      29.99626375     23.06547938     0.00666000      27.97143229     11.30092195     nan             nan             nan             nan             nan             nan            
0.39200000      29.99604687     23.18370063     0.00632750      27.95040736     11.35600696     nan             nan             nan             nan             nan             nan            
0.39300000      29.99540312     23.34659750     0.00632750      27.92078905     11.43209613     nan             nan             nan             nan             nan             nan            
0.39400000      29.99540312     23.50763000     0.00632750      27.89191458     11.50746385     nan             nan             nan             nan             nan             nan            
0.39500000      29.99540312     23.61399125     0.00632750      27.87273200     11.55720446     nan             nan             nan             nan             nan             nan            
0.39600000      29.99540312     23.72055187     0.00632750      27.85342479     11.60700667     nan             nan             nan             nan             nan             nan            
0.39700000      29.99540312     23.82695500     0.00632750      27.83405754     11.65670352     nan             nan             nan             nan             nan             nan            
0.39800000      29.99540312     23.93346000     0.00632750      27.81458308     11.70641603     nan             nan             nan             nan             nan             nan            
0.39900000      29.99540312     24.03986500     0.00632750      27.79503832     11.75604981     nan             nan             nan             nan             nan             nan            
0.40000000      29.99540312     24.14631250     0.00632750      27.77539712     11.80567122     nan             nan             nan             nan             nan             nan            
0.40100000      29.99540312     24.25280125     0.00632750      27.75565959     11.85527948     nan             nan             nan             nan             nan             nan            
0.40200000      29.99540312     24.35926125     0.00632750      27.73583867     11.90484182     nan             nan             nan             nan             nan             nan            
0.40300000      29.99540312     24.46581187     0.00632750      27.71591204     11.95441364     nan             nan             nan             nan             nan             nan            
0.40400000      29.99540312     24.57215875     0.00632750      27.69593487     12.00385789     nan             nan             nan             nan             nan             nan            
0.40500000      29.99540312     24.67872312     0.00632750      27.67582800     12.05337025     nan             nan             nan             nan             nan             nan            
0.40600000      29.99593687     24.78526687     0.00582812      27.65630717     12.10263644     nan             nan             nan             nan             nan             nan            
0.40700000      29.99620250     24.89024438     0.00582812      27.63657769     12.15144633     nan             nan             nan             nan             nan             nan            
0.40800000      29.99633375     24.98691750     0.00599437      27.61816964     12.19645812     nan             nan             nan             nan             nan             nan            
0.40900000      29.99644000     25.07931188     0.00599437      27.60054204     12.23931728     nan             nan             nan             nan             nan             nan            
0.41000000      29.99644000     25.17006188     0.00599437      27.58306401     12.28134990     nan             nan             nan             nan             nan             nan            
0.41100000      29.99644000     25.26086438     0.00599437      27.56551122     12.32338223     nan             nan             nan             nan             nan             nan            
0.41200000      29.99644000     25.35222187     0.00599437      27.54778588     12.36564654     nan             nan             nan             nan             nan             nan            
0.41300000      29.99644000     25.44245875     0.00599437      27.53021369     12.40736777     nan             nan             nan             nan             nan             nan            
0.41400000      29.99644000     25.53319375     0.00599437      27.51248009     12.44929452     nan             nan             nan             nan             nan             nan            
0.41500000      29.99644000     25.62397125     0.00599437      27.49467352     12.49121594     nan             nan             nan             nan             nan             nan            
0.41600000      29.99644000     25.71486313     0.00599437      27.47677972     12.53316505     nan             nan             nan             nan             nan             nan            
0.41700000      29.99644000     25.80559687     0.00599437      27.45885235     12.57501603     nan             nan             nan             nan             nan             nan            
0.41800000      29.99644000     25.89637438     0.00599437      27.44085166     12.61686193     nan             nan             nan             nan             nan             nan            
0.41900000      29.99644000     25.98727812     0.00599437      27.42276108     12.65874062     nan             nan             nan             nan             nan             nan            
0.42000000      29.99644000     26.07798375     0.00599437      27.40464523     12.70050260     nan             nan             nan             nan             nan             nan            
0.42100000      29.99644000     26.16877563     0.00599437      27.38644743     12.74227874     nan             nan             nan             nan             nan             nan            
0.42200000      29.99651688     26.25955313     0.00549375      27.36843490     12.78365412     nan             nan             nan             nan             nan             nan            
0.42300000      29.99648688     26.34656563     0.00532750      27.35090224     12.82349870     nan             nan             nan             nan             nan             nan            
0.42400000      29.99669937     26.42974375     0.00566000      27.33414158     12.86205162     nan             nan             nan             nan             nan             nan            
0.42500000      29.99669937     26.51288625     0.00566000      27.31724989     12.90021803     nan             nan             nan             nan             nan             nan            
0.42600000      29.99669937     26.59603812     0.00566000      27.30030193     12.93836692     nan             nan             nan             nan             nan             nan            
0.42700000      29.99669937     26.67921438     0.00566000      27.28329460     12.97650510     nan             nan             nan             nan             nan             nan            
0.42800000      29.99669937     26.76243000     0.00566000      27.26622476     13.01463933     nan             nan             nan             nan             nan             nan            
0.42900000      29.99669937     26.84564125     0.00566000      27.24910135     13.05274949     nan             nan             nan             nan             nan             nan            
0.43000000      29.99669937     26.92883438     0.00566000      27.23192721     13.09082921     nan             nan             nan             nan             nan             nan            
0.43100000      29.99669937     27.01198125     0.00566000      27.21470820     13.12886558     nan             nan             nan             nan             nan             nan            
0.43200000      29.99669937     27.09520875     0.00566000      27.19741800     13.16691653     nan             nan             nan             nan             nan             nan            
0.43300000      29.99669937     27.17839437     0.00566000      27.18008201     13.20492599     nan             nan             nan             nan             nan             nan            
0.43400000      29.99669937     27.30273375     0.00566000      27.15406795     13.26169772     nan             nan             nan             nan             nan             nan            
0.43500000      29.99669937     27.42789625     0.00566000      27.12775872     13.31879443     nan             nan             nan             nan             nan             nan            
0.43600000      29.99669937     27.51109437     0.00566000      27.11020216     13.35671945     nan             nan             nan             nan             nan             nan            
0.43700000      29.99643312     27.59432312     0.00516063      27.09251854     13.39413189     nan             nan             nan             nan             nan             nan            
0.43800000      29.99596187     27.67295938     0.00566062      27.07519835     13.43013432     nan             nan             nan             nan             nan             nan            
0.43900000      29.99601812     27.74013687     0.00582750      27.06088830     13.46085818     nan             nan             nan             nan             nan             nan            
0.44000000      29.99601812     27.79302438     0.00582750      27.04960418     13.48491403     nan             nan             nan             nan             nan             nan            
0.44100000      29.99601812     27.84593125     0.00582750      27.03829386     13.50896940     nan             nan             nan             nan             nan             nan            
0.44200000      29.99601812     27.89885375     0.00582750      27.02695813     13.53302256     nan             nan             nan             nan             nan             nan            
0.44300000      29.99601812     27.95180438     0.00582750      27.01559428     13.55707916     nan             nan             nan             nan             nan             nan            
0.44400000      29.99601812     28.00471875     0.00582750      27.00421613     13.58110994     nan             nan             nan             nan             nan             nan            
0.44500000      29.99601812     28.05763563     0.00582750      26.99281536     13.60513248     nan             nan             nan             nan             nan             nan            
0.44600000      29.99601812     28.11057875     0.00582750      26.98138683     13.62915754     nan             nan             nan             nan             nan             nan            
0.44700000      29.99601812     28.16349313     0.00582750      26.96994243     13.65316013     nan             nan             nan             nan             nan             nan            
0.44800000      29.99601812     28.21638125     0.00582750      26.95848163     13.67714140     nan             nan             nan             nan             nan             nan            
0.44900000      29.99601812     28.26933375     0.00582750      26.94698478     13.70114240     nan             nan             nan             nan             nan             nan            
0.45000000      29.99601812     28.32222250     0.00582750      26.93547969     13.72510505     nan             nan             nan             nan             nan             nan            
0.45100000      29.99601812     28.37514375     0.00582750      26.92394545     13.74907293     nan             nan             nan             nan             nan             nan            
0.45200000      29.99601812     28.42808625     0.00582750      26.91238446     13.77304093     nan             nan             nan             nan             nan             nan            
0.45300000      29.99665938     28.48105938     0.00532812      26.90158165     13.79689447     nan             nan             nan             nan             nan             nan            
0.45400000      29.99620563     28.53099875     0.00549437      26.89014955     13.81942275     nan             nan             nan             nan             nan             nan            
0.45500000      29.99604312     28.57877687     0.00532875      26.87957035     13.84082895     nan             nan             nan             nan             nan             nan            
0.45600000      29.99615188     28.62490000     0.00532875      26.86952720     13.86172481     nan             nan             nan             nan             nan             nan            
0.45700000      29.99615188     28.67100062     0.00532875      26.85937092     13.88255682     nan             nan             nan             nan             nan             nan            
0.45800000      29.99615188     28.71710750     0.00532875      26.84919648     13.90338436     nan             nan             nan             nan             nan             nan            
0.45900000      29.99615188     28.76321062     0.00532875      26.83900609     13.92420289     nan             nan             nan             nan             nan             nan            
0.46000000      29.99615188     28.80932250     0.00532875      26.82879698     13.94501805     nan             nan             nan             nan             nan             nan            
0.46100000      29.99615188     28.85541250     0.00532875      26.81857593     13.96581600     nan             nan             nan             nan             nan             nan            
0.46200000      29.99615188     28.90152250     0.00532875      26.80833367     13.98661563     nan             nan             nan             nan             nan             nan            
0.46300000      29.99615188     28.94761250     0.00532875      26.79807907     14.00739888     nan             nan             nan             nan             nan             nan            
0.46400000      29.99615188     28.99373500     0.00532875      26.78780044     14.02818941     nan             nan             nan             nan             nan             nan            
0.46500000      29.99615188     29.03980562     0.00532875      26.77751659     14.04894917     nan             nan             nan             nan             nan             nan            
0.46600000      29.99615188     29.08591000     0.00532875      26.76720843     14.06971675     nan             nan             nan             nan             nan             nan            
0.46700000      29.99615188     29.13199000     0.00532875      26.75688895     14.09046594     nan             nan             nan             nan             nan             nan            
0.46800000      29.99615188     29.17810625     0.00532875      26.74654454     14.11122402     nan             nan             nan             nan             nan             nan            
0.46900000      29.99614938     29.22426500     0.00549500      26.73610673     14.13212228     nan             nan             nan             nan             nan             nan            
0.47000000      29.99569500     29.26720812     0.00616062      26.72576208     14.15175862     nan             nan             nan             nan             nan             nan            
0.47100000      29.99537125     29.30350000     0.00632688      26.71721848     14.16806549     nan             nan             nan             nan             nan             nan            
0.47200000      29.99574625     29.33663750     0.00616062      26.71015462     14.18299640     nan             nan             nan             nan             nan             nan            
0.47300000      29.99574625     29.36869937     0.00616062      26.70291241     14.19740568     nan             nan             nan             nan             nan             nan            
0.47400000      29.99574625     29.40076250     0.00616062      26.69566180     14.21181189     nan             nan             nan             nan             nan             nan            
0.47500000      29.99574625     29.43284937     0.00616062      26.68839768     14.22622515     nan             nan             nan             nan             nan             nan            
0.47600000      29.99574625     29.48198000     0.00616062      26.67725927     14.24828732     nan             nan             nan             nan             nan             nan            
0.47700000      29.99574625     29.52912000     0.00616062      26.66655422     14.26944756     nan             nan             nan             nan             nan             nan            
0.47800000      29.99574625     29.56115438     0.00616062      26.65926949     14.28382269     nan             nan             nan             nan             nan             nan            
0.47900000      29.99574625     29.59323312     0.00616062      26.65196654     14.29821408     nan             nan             nan             nan             nan             nan            
0.48000000      29.99574625     29.62532313     0.00616062      26.64465288     14.31260685     nan             nan             nan             nan             nan             nan            
0.48100000      29.99574625     29.65738187     0.00616062      26.63733822     14.32698196     nan             nan             nan             nan             nan             nan            
0.48200000      29.99574625     29.68947750     0.00616062      26.63000701     14.34136993     nan             nan             nan             nan             nan             nan            
0.48300000      29.99574625     29.72155687     0.00616062      26.62267137     14.35574695     nan             nan             nan             nan             nan             nan            
0.48400000      29.99625187     29.75364688     0.00616062      26.61579294     14.37034936     nan             nan             nan             nan             nan             nan            
0.48500000      29.99587813     29.78163437     0.00599437      26.60909945     14.38259155     nan             nan             nan             nan             nan             nan            
0.48600000      29.99582437     29.80134437     0.00616062      26.60446320     14.39152409     nan             nan             nan             nan             nan             nan            
0.48700000      29.99571562     29.80938563     0.00599437      26.60258353     14.39494776     nan             nan             nan             nan             nan             nan            
0.48800000      29.99571562     29.81598375     0.00599437      26.60106915     14.39790232     nan             nan             nan             nan             nan             nan            
0.48900000      29.99571562     29.82260937     0.00599437      26.59954811     14.40086904     nan             nan             nan             nan             nan             nan            
0.49000000      29.99571562     29.82918563     0.00599437      26.59803807     14.40381349     nan             nan             nan             nan             nan             nan            
